Model,Total_Parameters,Trainable_Parameters,Training_Time_Minutes,Epochs_Completed,APTOS_Accuracy,APTOS_Precision,APTOS_Recall,APTOS_F1,APTOS_AUC,Messidor_Accuracy,Messidor_Precision,Messidor_Recall,Messidor_F1,Messidor_AUC,Kaggle_DR_Accuracy,Kaggle_DR_Precision,Kaggle_DR_Recall,Kaggle_DR_F1,Kaggle_DR_AUC,Generalization_Gap_Messidor,Generalization_Gap_Kaggle
EfficientNetB3,11177264,393729,318.67386218333337,30,0.807860255241394,0.7662835121154785,0.8810572624206543,0.8196720713466874,0.8404085040092468,0.44583332538604736,0.4736842215061188,0.1513761430978775,0.22943217355250564,0.4742189645767212,0.8066630363464355,0.7779390215873718,0.8659127354621887,0.8195717920890369,0.8462651371955872,0.3620269298553467,0.001197218894958496
