Model,Total_Parameters,Trainable_Parameters,Training_Time_Minutes,Epochs_Completed,APTOS_Accuracy,APTOS_Precision,APTOS_Recall,APTOS_F1,APTOS_AUC,Messidor_Accuracy,Messidor_Precision,Messidor_Recall,Messidor_F1,Messidor_AUC,Kaggle_DR_Accuracy,Kaggle_DR_Precision,Kaggle_DR_Recall,Kaggle_DR_F1,Kaggle_DR_AUC,Generalization_Gap_Messidor,Generalization_Gap_Kaggle
ResNet50,24112513,524801,160.00573255,30,0.8318777084350586,0.7952755689620972,0.8898678421974182,0.8399167783848596,0.9117131233215332,0.4541666805744171,0.0,0.0,0.0,0.4788355231285095,0.8541780710220337,0.8241058588027954,0.9057619571685791,0.8630066246001925,0.9145538806915283,0.3777110278606415,-0.022300362586975098
