Model,Parameters,Training_Time,Final_Epoch,APTOS_Accuracy,APTOS_Precision,APTOS_Recall,APTOS_F1,APTOS_AUC,Messidor_Accuracy,Messidor_Precision,Messidor_Recall,Messidor_F1,Messidor_AUC,Generalization_Gap
Custom CNN,1442337,3:24:54,33,0.943231463432312,0.9547511339187622,0.9295154213905334,0.9419642385190063,0.9674847722053528,0.5491666793823242,0.6323184967041016,0.4128440320491791,0.4995374127182261,0.5339093804359436,0.3940647840499878
